verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
false,Michele Bachmann,"The IRS is ""going to be in charge of our health care.""",5/15/2013,news,Louis Jacobson,5/20/2013,https://www.politifact.com/factchecks/2013/may/20/michele-bachmann/michele-bachmann-says-irs-going-be-charge-our-heal/
true,Joe Manchin,"""This year West Virginia produced more AmeriCorps members than any other state.""",8/8/2018,social_media,Lili Zecevic,8/31/2018,https://www.politifact.com/factchecks/2018/aug/31/joe-manchin/does-west-virginia-produce-most-americorps-members/
true,Jeff Kottkamp,"""I've taken on the federal government and won.""",7/31/2010,speech,Aaron Sharockman,8/11/2010,https://www.politifact.com/factchecks/2010/aug/11/jeff-kottkamp/kottkamp-took-federal-government-court-and-won-he-/
true,Tom Niehaus,"""Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.""",1/3/2013,social_media,Joe Guillen,1/17/2013,https://www.politifact.com/factchecks/2013/jan/17/tom-niehaus/tom-niehaus-says-80-percent-bills-passed-last-ohio/
pants-fire,Donald Trump,"""The ice caps were going to melt, they were going to be gone by now, but now they’re setting records, so okay, they’re at a record level.""",1/26/2018,news,Jon Greenberg,1/29/2018,https://www.politifact.com/factchecks/2018/jan/29/donald-trump/trump-gets-polar-ice-trend-backwards/
mostly-false,Charlie Kirk,"""Barack Obama asked Ukraine to investigate his political rival's campaign manager, 3 Democrat senators asked Ukraine to investigate Trump, and the DNC solicited Ukraine's help to dig up dirt on Trump.""",9/29/2019,social_media,Bill McCarthy,10/3/2019,https://www.politifact.com/factchecks/2019/oct/03/charlie-kirk/fact-checking-charlie-kirks-misleading-tweet-about/
mostly-true,Robin Vos,"Says 1,000 people failed gun background checks in Wisconsin in 2018, but ""almost none of them were prosecuted for trying to do a background check and illegally buy a weapon.""",11/10/2019,news,Eric Litke,11/26/2019,https://www.politifact.com/factchecks/2019/nov/26/robin-vos/wisconsin-failed-gun-background-checks-rarely-lead/
false,Viral image,"""Registered Republican not allowed to vote.""",7/13/2020,social_media,Tom Kertscher,7/14/2020,https://www.politifact.com/factchecks/2020/jul/14/viral-image/woman-who-says-she-was-barred-voting-la-gop-primar/
mostly-true,Mike Crute,"Says Bernie Sanders ""is the most popular politician in America today.""",4/19/2017,radio,Tom Kertscher,4/27/2017,https://www.politifact.com/factchecks/2017/apr/27/mike-crute/despite-losing-nomination-hillary-clinton-bernie-s/
half-true,Lee Fisher,"""On (Rob Portman's) watch as Bush's trade czar, our deficit with China exploded"" and ""as Bush's budget chief, Portman oversaw a spending spree that doubled the deficit.""",9/7/2010,campaign,Louis Jacobson,9/9/2010,https://www.politifact.com/factchecks/2010/sep/09/lee-fisher/lee-fisher-hammers-rob-portman-record-bush-adminis/
mostly-true,Hillary Clinton,"Says Dontre Hamilton, who was killed during a confrontation with a Milwaukee police officer, was ""unarmed.""",2/11/2016,speech,Tom Kertscher,2/18/2016,https://www.politifact.com/factchecks/2016/feb/18/hillary-clinton/black-man-was-unarmed-when-shot-dead-white-milwauk/
mostly-false,Hillary Clinton,"""How do Jeb Bush and Donald Trump differ on immigration? Spoiler alert: They don't.""",8/25/2015,social_media,Amy Sherman,8/28/2015,https://www.politifact.com/factchecks/2015/aug/28/hillary-clinton/hillary-clinton-says-jeb-bush-and-donald-trump-sha/
half-true,Chris Christie,"""The income tax that started at 2 percent under Governor Byrne is now 9 percent.""",9/25/2012,campaign,Erin O'Neill,10/3/2012,https://www.politifact.com/factchecks/2012/oct/03/chris-christie/chris-christie-says-state-income-tax-jumped-2-perc/
mostly-true,Catherine Cortez Masto,"Adam Laxalt ""wants to restrict"" and ""worked to limit access to birth control.""",6/14/2022,advertisement,Tom Kertscher,6/23/2022,https://www.politifact.com/factchecks/2022/jun/23/catherine-cortez-masto/gop-nevada-senate-hopeful-adam-laxalt-backed-birth/
half-true,Mitt Romney,"""Obamacare takes $500 billion out of Medicare and funds Obamacare.""",6/13/2011,speech,Angie Drobnic Holan,6/16/2011,https://www.politifact.com/factchecks/2011/jun/16/mitt-romney/500-billion-medicare-obamacare-romney-says/
mostly-true,Bernie Sanders,"""Over half of the black workers in this country earn less"" than $15 an hour.",11/6/2015,meeting,Louis Jacobson,11/12/2015,https://www.politifact.com/factchecks/2015/nov/12/bernie-sanders/bernie-sanders-says-over-half-black-workers-earn-l/
false,Chris Christie,"Says the national health care law puts federal ""bureaucrats between an American citizen and her doctor.""",8/28/2012,speech,Erin O'Neill,8/30/2012,https://www.politifact.com/factchecks/2012/aug/30/chris-christie/chris-christie-says-national-health-care-law-puts-/
false,Viral image,"Says John Wayne said, ""If you don’t want an American flag flying in your town square or at your school, then why the hell are you living in the US?""",4/7/2019,social_media,Ciara O'Rourke,6/18/2019,https://www.politifact.com/factchecks/2019/jun/18/viral-image/no-sources-support-john-wayne-quote-about-american/
false,Barack Obama,"When Obama was interviewed by American reporters in Asia, ""Not one of them asked me about Asia. Not one of them asked me about the economy.""",12/3/2009,speech,Angie Drobnic Holan,12/7/2009,https://www.politifact.com/factchecks/2009/dec/07/barack-obama/obama-said-reporters-didnt-ask-questions-issues-th/
half-true,Tom Marino,"Twenty million Americans are ""out of work.""",5/5/2016,news,Louis Jacobson,5/9/2016,https://www.politifact.com/factchecks/2016/may/09/tom-marino/pa-congressman-tom-marino-says-20-million-american/
true,Brendan Doherty,"""David Cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence  and child abuse.""",10/9/2012,news,John Hill,10/15/2012,https://www.politifact.com/factchecks/2012/oct/15/brendan-doherty/brendan-doherty-says-us-rep-david-cicilline-when-h/
pants-fire,Sean Spicer,"Says Adolf Hitler ""didn't even sink to the level of using chemical weapons. ... He was not using the gas on his own people the same way that (Bashar al-)Assad is doing.""",4/11/2017,news,Jon Greenberg,4/11/2017,https://www.politifact.com/factchecks/2017/apr/11/sean-spicer/did-adolf-hitler-use-chemical-weapons/
mostly-true,Beto O'Rourke,"Texas is ""50th in the nation in mental health care access.""",5/25/2022,speech,Ciara O'Rourke,5/25/2022,https://www.politifact.com/factchecks/2022/may/25/beto-orourke/recent-report-put-texas-last-among-states-and-dc-m/
false,Viral image,"Quotes Ronald Reagan as saying, ""Keep voting Democrat ... One day they will restrict your freedoms, restrict your history and restrict your safety. All in the name of professional victims that don't understand the consequences of their ignorance.""",7/30/2020,social_media,Madison Czopek,9/23/2020,https://www.politifact.com/factchecks/2020/sep/23/viral-image/no-ronald-reagan-didnt-say-about-democrats/
false,John Morgan,"""Nobody's addicted to"" marijuana.",9/22/2013,news,Rochelle Koff,10/8/2013,https://www.politifact.com/factchecks/2013/oct/08/john-morgan/john-morgan-says-nobodys-addicted-marijuana/
half-true,Facebook posts,"""It’s not that there’s a virus shield between Canada (4,500 deaths) and the U.S. (80,000 deaths). What exists is a difference in leadership.""",5/9/2020,social_media,Tom Kertscher,5/15/2020,https://www.politifact.com/factchecks/2020/may/15/facebook-posts/fact-checking-why-us-has-more-covid-19-deaths-cana/
true,Jay Nixon,"Says that ""unlike Texas, Missouri has a perfect AAA credit rating.""",8/27/2013,radio,W. Gardner Selby,8/30/2013,https://www.politifact.com/factchecks/2013/aug/30/jay-nixon/give-missouri-governor-comparison-credit-ratings-m/
mostly-true,Tim Finchem,"""Austin’s the fastest-growing city in the country the last five years.""",3/27/2016,news,W. Gardner Selby,3/29/2016,https://www.politifact.com/factchecks/2016/mar/29/tim-finchem/pga-tour-commissioner-says-austin-fastest-growing-/
half-true,George Will,"Democrats in the 1930s wanted President Franklin Roosevelt ""to be more conservative.""",7/18/2010,television,Louis Jacobson,7/22/2010,https://www.politifact.com/factchecks/2010/jul/22/george-will/george-will-says-democrats-1930s-wanted-fdr-be-mor/
false,Facebook posts,"""Texas has launched ‘Operation Lone Star’ to finish the border wall themselves.""",3/21/2021,social_media,Ciara O'Rourke,3/23/2021,https://www.politifact.com/factchecks/2021/mar/23/facebook-posts/no-texas-isnt-finishing-border-wall-operation-lone/
half-true,Veronica Escobar,"""The president has exploded the debt by more than $3 trillion — all to give billion-dollar tax cuts to the wealthiest few.""",2/4/2020,speech,Louis Jacobson,2/4/2020,https://www.politifact.com/factchecks/2020/feb/05/veronica-escobar/state-union-rebuttal-texas-rep-overstates-debt-cla/
mostly-false,Fred Clark,"Says Sen. Luther Olsen, his recall opponent, supported the sale of state-owned power plants ""not to the highest bidder, but to the biggest donors"" with no oversight.",7/25/2011,advertisement,Dave Umhoefer,8/4/2011,https://www.politifact.com/factchecks/2011/aug/04/fred-clark/candidate-fred-clark-says-state-sen-luther-olsen-s/
mostly-true,Donald Trump,"""Ford is moving all of their small-car production to Mexico.""",10/20/2016,speech,Louis Jacobson,10/23/2016,https://www.politifact.com/factchecks/2016/oct/23/donald-trump/donald-trump-says-ford-moving-all-small-car-produc/
pants-fire,Duncan Hunter,"""At least 10 ISIS fighters have been caught coming across the Mexican border in Texas"" and there are ""dozens more that did not get caught by the Border Patrol.""",10/7/2014,news,Dylan Baddour,10/10/2014,https://www.politifact.com/factchecks/2014/oct/10/duncan-hunter-2/duncan-hunter-makes-unconfirmed-claim-border-patro/
mostly-true,David Miliband,"""The geography of poverty has changed fundamentally in the last 15 years,"" with more of it concentrated in fragile and conflict states.",5/17/2016,meeting,Jon Greenberg,5/23/2016,https://www.politifact.com/factchecks/2016/may/23/david-miliband/refugee-aid-head-worlds-poorest-increasingly-found/
pants-fire,Rush Limbaugh,"Says Joe Biden’s Democratic National Convention speech ""had to be taped in segments, and the segments had to be edited together.""",8/21/2020,radio,Bill McCarthy,8/24/2020,https://www.politifact.com/factchecks/2020/aug/24/rush-limbaugh/joe-biden-gave-his-convention-speech-live-rush-lim/
pants-fire,Viral image,"""Military arrests former President George W. Bush.""",11/17/2021,social_media,Ciara O'Rourke,11/18/2021,https://www.politifact.com/factchecks/2021/nov/18/viral-image/no-military-didnt-arrest-george-bush/
half-true,Rock the Vote,"Says 50 percent of millennials don’t associate with ""any political party.""",3/11/2014,social_media,Amy Sherman,3/17/2014,https://www.politifact.com/factchecks/2014/mar/17/rock-vote/half-millennials-dont-associate-democrat-or-republ/
half-true,Paul Broun,"""In the last two years, I have supported and proposed $155 billion worth of targeting cuts. Dr. Gingrey has presented zero.""",3/28/2013,meeting,Eric Stirgus,4/9/2013,https://www.politifact.com/factchecks/2013/apr/09/paul-broun/broun-takes-rivals-record-proposed-cuts/
mostly-true,Jeb Bush,"Says that during his eight years as Florida governor, ""we created 1.3 million net new jobs -- more jobs created than Texas.""",6/2/2015,speech,Amy Sherman,6/3/2015,https://www.politifact.com/factchecks/2015/jun/03/jeb-bush/jeb-bush-says-13-million-jobs-were-created-florida/
mostly-false,Rahm Emanuel,Says Mitt Romney asked for a waiver from federal welfare rules.,9/2/2012,news,Molly Moorhead,9/6/2012,https://www.politifact.com/factchecks/2012/sep/06/rahm-emanuel/rahm-emanuel-says-romney-asked-welfare-work-waiver/
half-true,Rob Portman,"Says the health care reform bill was paid for, in part, by taking money from students and the student loan system.",4/28/2012,news,Stephen Koff,5/14/2012,https://www.politifact.com/factchecks/2012/may/14/rob-portman/rob-portman-says-student-loan-money-was-used-cover/
mostly-false,Denny Hoskins,"""Missouri still owes $60 million on bonds issued to build the 23-year-old Edward Jones Dome, the former home of the St. Louis Rams.""",1/31/2019,news,Adam Reckamp,4/16/2019,https://www.politifact.com/factchecks/2019/apr/16/denny-hoskins/how-much-debt-does-missouri-still-owe-formerly-nam/
half-true,Rebecca Kleefisch,"""Right now, our corrections department charges taxpayers between $30,000 and $40,000 a year per person we lock up,"" she said. ""That’s actually cheap when you compare us to the rest of the country.""",4/20/2016,radio,Alison Dirr,7/8/2016,https://www.politifact.com/factchecks/2016/jul/08/rebecca-kleefisch/Kleefisch-per-inmate-cost-comparison/
mostly-false,Scott Walker,"Says he will pursue change in federal law to protect employees from ""extortion from a union"" because ""the Supreme Court has ruled that federal prohibitions outlawing extortion usually do not apply to unions.""",9/14/2015,campaign,Tom Kertscher,9/17/2015,https://www.politifact.com/factchecks/2015/sep/17/scott-walker/scott-walker-says-high-court-has-said-federal-laws/
mostly-false,Robert Healey,"""Of the states that have a lieutenant governor, many are currently discussing the need for such an obsolete office.""",10/18/2010,speech,Cynthia Needham,10/30/2010,https://www.politifact.com/factchecks/2010/oct/30/robert-healey/healey-says-many-states-are-discussing-eliminating/
mostly-true,Michele Bachmann,"In 1993, Newt Gingrich ""first advocated for the individual mandate in health care. And as recently as May of this year, he was still advocating"" for it.",12/10/2011,speech,Louis Jacobson,12/11/2011,https://www.politifact.com/factchecks/2011/dec/11/michele-bachmann/michele-bachmann-says-newt-gingrich-backed-individ/
pants-fire,Ted Cruz,"David Dewhurst has a ""record of promoting an income tax.""",1/12/2012,other,W. Gardner Selby,2/10/2012,https://www.politifact.com/factchecks/2012/feb/10/ted-cruz/ted-cruz-says-david-dewhurst-has-record-promoting-/
half-true,Michael Bloomberg,"""I certainly supported Barack Obama and Joe Biden. ... I was there both times for them.""",2/26/2020,television,Miriam Valverde,3/3/2020,https://www.politifact.com/factchecks/2020/mar/03/michael-bloomberg/mike-bloomberg-exaggerates-his-support-obama-2008-/
half-true,Hans von Spakovsky,"""134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.""",7/9/2015,news,Jon Greenberg,7/16/2015,https://www.politifact.com/factchecks/2015/jul/16/hans-von-spakovsky/heritage-analyst-obama-administration-released-134/
